order,sample_species,pie_type,latitude,longitude,count
0,Apis mellifera,pie_Am,36.0925,94.8505,5
0,Apis koschevnikovi,pie_Ak,4.3972,117.888242,5
0,Apis dorsata,pie_Ad,22.1286,100.676666,5
25,Apis cerana,pie_Ac,5.4602,116.48379,5
39,Apis cerana,pie_Ac,6.03153,116.45737,5
57,Apis cerana,pie_Ac,20.054622,110.594062,5
90,Apis cerana,pie_Ac,24.59,121.67,5
92,Apis cerana,pie_Ac,24.768,100.6895,5
93,Apis cerana,pie_Ac,24.8565787,100.3779979,5
94,Apis cerana,pie_Ac,25.0467,98.5126,5
110,Apis cerana,pie_Ac,27.00809,100.08726,5
121,Apis cerana,pie_Ac,27.755064,118.045017,5
127,Apis cerana,pie_Ac,28.20526,85.21256,5
128,Apis cerana,pie_Ac,28.3402623,115.018695,5
142,Apis cerana,pie_Ac,29.9071,95.4658,5
143,Apis cerana,pie_Ac,30.0198868,95.2870078,5
164,Apis cerana,pie_Ac,32.53011,104.47551,5
172,Apis cerana,pie_Ac,33.6043,106.2332,5
178,Apis cerana,pie_Ac,34.0836,74.797,5
214,Apis cerana,pie_Ac,37.5233,114.0939,5
218,Apis cerana,pie_Ac,40.575426,120.745022,5
0,Apis andreniformis,pie_Aa,5.443056,116.451111,4
0,Apis koschevnikovi,pie_Ak,5.44321,116.45129,4
0,Apis koschevnikovi,pie_Ak,5.43115,116.44528,4
86,Apis cerana,pie_Ac,23.9516,113.9166667,4
100,Apis cerana,pie_Ac,26.0288352,98.7164306,4
122,Apis cerana,pie_Ac,27.78041,98.47991,4
130,Apis cerana,pie_Ac,28.689513,115.864528,4
155,Apis cerana,pie_Ac,31.8871959,102.2479318,4
158,Apis cerana,pie_Ac,31.9173062,102.2480912,4
177,Apis cerana,pie_Ac,34.072037,106.010548,4
213,Apis cerana,pie_Ac,36.9217,109.9351,4
0,Apis laboriosa,pie_Al,23.0189155,102.3845538,3
0,Apis mellifera,pie_Am,40.01724265,116.2598985,3
0,Apis mellifera,pie_Am,0.19,32.35,3
0,Apis nuluensis,pie_Anu,6.02946,116.54722,3
30,Apis cerana,pie_Ac,5.81299,116.33814,3
47,Apis cerana,pie_Ac,18.40666667,109.4038889,3
53,Apis cerana,pie_Ac,19.308427,110.08603,3
56,Apis cerana,pie_Ac,20.001,110.2192423,3
69,Apis cerana,pie_Ac,21.9978,100.623,3
71,Apis cerana,pie_Ac,22.0091,100.7291,3
75,Apis cerana,pie_Ac,22.07944444,111.0527778,3
82,Apis cerana,pie_Ac,23.52033,103.39793,3
95,Apis cerana,pie_Ac,25.08571,102.44514,3
104,Apis cerana,pie_Ac,26.74444444,105.4080556,3
105,Apis cerana,pie_Ac,26.84027778,105.3927778,3
106,Apis cerana,pie_Ac,26.875,105.3430556,3
119,Apis cerana,pie_Ac,27.6655,88.978,3
126,Apis cerana,pie_Ac,28.18043,99.08869,3
134,Apis cerana,pie_Ac,29.0476,119.5535,3
154,Apis cerana,pie_Ac,31.8676213,102.2850752,3
186,Apis cerana,pie_Ac,34.498,74.419,3
198,Apis cerana,pie_Ac,35.5121,112.1834,3
201,Apis cerana,pie_Ac,35.6475,117.9169444,3
230,Apis cerana,pie_Ac,43.8711,126.5803,3
0,Apis mellifera,pie_Am,31.3,34.45,2
0,Apis andreniformis,pie_Aa,5.46397,116.44928,2
0,Apis andreniformis,pie_Aa,10.115,105.115,2
0,Apis koschevnikovi,pie_Ak,5.10304,115.94519,2
0,Apis dorsata,pie_Ad,-5.02785,119.67544,2
11,Apis cerana,pie_Ac,1.48,103.74,2
12,Apis cerana,pie_Ac,1.4824,103.7471,2
31,Apis cerana,pie_Ac,5.81327,116.33819,2
45,Apis cerana,pie_Ac,18.2607313,109.5221481,2
58,Apis cerana,pie_Ac,21.10374,94.52481,2
60,Apis cerana,pie_Ac,21.614444,101.565833,2
61,Apis cerana,pie_Ac,21.615,101.563889,2
68,Apis cerana,pie_Ac,21.97166667,101.4777778,2
74,Apis cerana,pie_Ac,22.0488959,107.630824,2
107,Apis cerana,pie_Ac,27.00198,100.09594,2
117,Apis cerana,pie_Ac,27.50736,98.28076,2
125,Apis cerana,pie_Ac,28.09166667,118.1333333,2
129,Apis cerana,pie_Ac,28.4366,85.2616,2
133,Apis cerana,pie_Ac,29.0421,119.8825,2
135,Apis cerana,pie_Ac,29.08111111,119.6463889,2
150,Apis cerana,pie_Ac,31.4545,110.1305,2
153,Apis cerana,pie_Ac,31.6723,110.4224,2
185,Apis cerana,pie_Ac,34.49361111,112.9791667,2
192,Apis cerana,pie_Ac,35.0390843,108.0836742,2
200,Apis cerana,pie_Ac,35.58,113.6,2
203,Apis cerana,pie_Ac,35.7025,117.9344444,2
206,Apis cerana,pie_Ac,35.8216666,127.14888,2
223,Apis cerana,pie_Ac,43.0002378,126.6316391,2
229,Apis cerana,pie_Ac,43.86277778,128.3416667,2
0,Apis laboriosa,pie_Al,27.7861,98.52809,1
0,Apis mellifera,pie_Am,29.100556,117.974722,1
0,Apis mellifera,pie_Am,29.01779,115.49205,1
0,Apis mellifera,pie_Am,25.08571,102.44514,1
0,Apis nuluensis,pie_Anu,6.01182,116.53441,1
0,Apis andreniformis,pie_Aa,5.52805,116.50638,1
0,Apis koschevnikovi,pie_Ak,5.44997,116.3124,1
0,Apis koschevnikovi,pie_Ak,5.17469,115.98359,1
0,Apis dorsata,pie_Ad,5.4602,116.48379,1
0,Apis dorsata,pie_Ad,21.928611,101.257778,1
0,Apis dorsata,pie_Ad,22.928055,101.2572,1
0,Apis dorsata,pie_Ad,21.928333,101.248056,1
1,Apis cerana,pie_Ac,1.28,103.84,1
14,Apis cerana,pie_Ac,3.1448,101.6795,1
16,Apis cerana,pie_Ac,4.467645,117.375604,1
48,Apis cerana,pie_Ac,19.009,109.320862,1
50,Apis cerana,pie_Ac,19.1765,109.4543,1
51,Apis cerana,pie_Ac,19.2366,109.1784,1
54,Apis cerana,pie_Ac,19.5433,110.7977,1
55,Apis cerana,pie_Ac,19.9331,110.2214,1
62,Apis cerana,pie_Ac,21.72562,101.58658,1
65,Apis cerana,pie_Ac,21.92726271,101.2530682,1
67,Apis cerana,pie_Ac,21.928611,101.257778,1
70,Apis cerana,pie_Ac,21.99888889,100.6019444,1
72,Apis cerana,pie_Ac,22.01194444,101.4666667,1
76,Apis cerana,pie_Ac,22.08111111,111.0516667,1
78,Apis cerana,pie_Ac,22.3079,114.1749,1
80,Apis cerana,pie_Ac,22.822119,108.1456246,1
84,Apis cerana,pie_Ac,23.71,114.29,1
87,Apis cerana,pie_Ac,24.06583333,110.6941667,1
91,Apis cerana,pie_Ac,24.68583333,110.4711111,1
97,Apis cerana,pie_Ac,25.5293,102.4057,1
98,Apis cerana,pie_Ac,25.68944444,101.5163889,1
99,Apis cerana,pie_Ac,25.8276,98.8537,1
111,Apis cerana,pie_Ac,27.0919009,100.0629072,1
113,Apis cerana,pie_Ac,27.1274,99.3302,1
118,Apis cerana,pie_Ac,27.564173,99.436423,1
131,Apis cerana,pie_Ac,28.98,115.37,1
139,Apis cerana,pie_Ac,29.44055556,107.7269444,1
140,Apis cerana,pie_Ac,29.54111111,115.9269444,1
145,Apis cerana,pie_Ac,30.0721817,118.1498841,1
151,Apis cerana,pie_Ac,31.459683,110.1088213,1
156,Apis cerana,pie_Ac,31.8922,102.1271,1
160,Apis cerana,pie_Ac,32.1025,102.8041667,1
170,Apis cerana,pie_Ac,33.518,74.453,1
171,Apis cerana,pie_Ac,33.56,75.356,1
173,Apis cerana,pie_Ac,33.62,75.371,1
174,Apis cerana,pie_Ac,33.6502,75.235,1
182,Apis cerana,pie_Ac,34.3941,104.0639,1
183,Apis cerana,pie_Ac,34.44,106.01,1
184,Apis cerana,pie_Ac,34.484,74.072,1
187,Apis cerana,pie_Ac,34.4981,74.419,1
190,Apis cerana,pie_Ac,34.7,105.51,1
191,Apis cerana,pie_Ac,34.8451,106.3367,1
193,Apis cerana,pie_Ac,35.27722222,113.9363889,1
194,Apis cerana,pie_Ac,35.4122,106.3564,1
196,Apis cerana,pie_Ac,35.4939128,128.7614089,1
197,Apis cerana,pie_Ac,35.5071,106.1302,1
199,Apis cerana,pie_Ac,35.5328,109.9372,1
202,Apis cerana,pie_Ac,35.6725,106.3247222,1
204,Apis cerana,pie_Ac,35.7438,117.9433,1
211,Apis cerana,pie_Ac,36.5486906,126.5824988,1
212,Apis cerana,pie_Ac,36.6738061,128.220289,1
216,Apis cerana,pie_Ac,37.55,126.967,1
217,Apis cerana,pie_Ac,39.2188525,126.648874,1
220,Apis cerana,pie_Ac,41.9538,126.5515,1
221,Apis cerana,pie_Ac,42.144117,125.604575,1
222,Apis cerana,pie_Ac,42.6383115,128.1156136,1
224,Apis cerana,pie_Ac,43.1426555,126.4269161,1
225,Apis cerana,pie_Ac,43.3249778,129.7616429,1
227,Apis cerana,pie_Ac,43.5072656,129.6932401,1
228,Apis cerana,pie_Ac,43.7430221,130.871849,1
